transaction_id,user_id,merchant_id,channel,transaction_type,amount,currency,transaction_date,status,reference_id
TXN-20240101-15091,USR-000143,MCH-00184,web,pago,5769.44,MXN,01/01/2024,pendiente,
TXN-20240101-00693,USR-005778,MCH-00155,pos,pago,12855.06,PEN,2024-01-01,aprobado,
TXN-20240101-12626,USR-000584,MCH-00371,web,pago,11615.7,COP,2024-01-01,rechazado,
TXN-20240101-13349,USR-007767,MCH-00491,pos,reversa,14258.27,ARS,2024-01-01,aprobado,TXN-20240101-07723
TXN-20240101-04942,USR-001670,MCH-00100,app,pago,775.25,COP,2024-01-01,null,
TXN-20240101-01147,USR-002037,MCH-00468,web,pago,3944.1,CLP,2024-01-01,aprobado,
TXN-20240101-03515,USR-003150,MCH-00368,pos,pago,"2.828,22",COP,01/01/2024,aprobado,
TXN-20240101-01733,USR-009670,MCH-00277,KIOSKO,Pago,10159.31,ARS,2024-01-01,aprobado,
TXN-20240101-01433,USR-005683,MCH-00404,POS,pago,9061.74,MXN,2024-01-01,rechazado,
TXN-20240101-10731,USR-004917,MCH-00204,pos,pago,4525.57,SOL,2024-01-01,aprobado,
TXN-20240101-15241,USR-008833,MCH-00152,app,pago,11686.52,MXN,01/01/2024,aprobado,
TXN-20240101-15412,USR-000493,MCH-00003,WEB,pago,1399.55,CLP,2024-01-01,pendiente,
TXN-20240101-01492,USR-000255,MCH-00286,Web,reversa,3605.42,SOLES,01/01/2024,aprobado,TXN-20240101-00272
TXN-20240101-09115,USR-007151,MCH-00012,pos,pago,4523.9,CLP,01/01/2024,aprobado,
TXN-20240101-15422,USR-003540,MCH-00459,app,pago,14799.56,,2024-01-01,aprobado,
TXN-20240101-15231,USR-008428,MCH-00114,web,PAGO,353.1,PEN,2024-01-01,aprobado,
TXN-20240101-00016,USR-006210,MCH-00002,app,pago,11778.01,ARS,01/01/2024,pendiente,
TXN-20240101-11110,USR-006954,MCH-00358,web,Reversa,10642.09,PEN,01/01/2024,aprobado,TXN-20240101-03527
TXN-20240101-14912,USR-004598,MCH-00095,web,pago,6927.92,PEN,01/01/2024,aprobado,
TXN-20240101-03269,USR-005958,MCH-00177,web,pago,5026.44,PEN,01/01/2024,aprobado,
TXN-20240101-12278,USR-003900,MCH-00153,pos,reversa,"13.800,64",CLP,01/01/2024,aprobado,TXN-20240101-00124
TXN-20240101-11913,USR-008185,MCH-00255,App,pago,,COP,2024-01-01,aprobado,
TXN-20240101-01450,USR-003977,MCH-00496,web,pago,6899.49,PEN,01/01/2024,rechazado,
TXN-20240101-05606,USR-003207,MCH-00016,app,pago,2574.18,CLP,2024-01-01,aprobado,
TXN-20240101-15483,USR-000005,MCH-00213,pos,retiro,3978.13,COP,01/01/2024,rechazado,
TXN-20240101-12023,USR-005511,MCH-00317,pos,Pago,8143.45,COP,2024-01-01,aprobado,
TXN-20240101-03286,USR-001820,MCH-00281,web,reversa,1502.59,MXN,2024-01-01,aprobado,
TXN-20240101-11405,USR-008961,MCH-00048,web,REVERSA,13213.38,CLP,2024-01-01,aprobado,TXN-20240101-05831
TXN-20240101-15536,USR-004164,MCH-00466,web,reversa,14857.27,USD,2024-01-01,aprobado,
TXN-20240101-15136,USR-007118,MCH-00364,app,pago,4878.29,CLP,01/01/2024,aprobado,
TXN-20240101-12214,USR-007823,MCH-00482,pos,retiro,"11.921,30",USD,2024-01-01,pendiente,
TXN-20240101-12791,USR-003444,MCH-00370,pos,reversa,"1.346,05",COP,01/01/2024,aprobado,TXN-20240101-02208
TXN-20240101-02187,USR-000213,MCH-00348,app,pago,"12.988,97",SOLES,01/01/2024,aprobado,
TXN-20240101-08859,USR-006110,MCH-00111,app,pago,4779.06,MXN,01/01/2024,aprobado,
TXN-20240101-10669,USR-003754,MCH-00497,app,pago,4337.75,CLP,2024-01-01,aprobado,
TXN-20240101-17068,USR-003908,MCH-00131,web,pago,11071.76,SOL,01/01/2024,aprobado,
TXN-20240101-08545,USR-004422,MCH-00245,app,retiro,6912.11,COP,2024-01-01,aprobado,
TXN-20240101-16439,USR-007433,MCH-00039,app,retiro,"101,03",ARS,01/01/2024,aprobado,
TXN-20240101-08010,USR-001003,MCH-00137,pos,retiro,2320.78,ARS,01/01/2024,aprobado,
TXN-20240101-16270,USR-006524,MCH-00373,POS,pago,11049.53,ARS,01/01/2024,aprobado,
TXN-20240101-01764,USR-005279,MCH-00398,app,pago,"12.131,79",ARS,01/01/2024,aprobado,
TXN-20240101-00724,USR-009035,MCH-00150,web,pago,4016.69,PEN,2024-01-01,aprobado,
TXN-20240101-16910,USR-009029,MCH-00151,kiosko,pago,4939.8,COP,2024-01-01,aprobado,
TXN-20240101-15399,USR-002234,MCH-00294,pos,pago,6766.5,PEN,01/01/2024,null,
TXN-20240101-00919,USR-000700,MCH-00354,app,reversa,4868.89,MXN,2024-01-01,aprobado,TXN-20240101-00175
TXN-20240101-17752,USR-001808,MCH-00043,WEB,pago,"11.909,05",CLP,2024-01-01,rechazado,
TXN-20240101-03696,USR-003017,MCH-00415,pos,retiro,13460.51,CLP,2024-01-01,aprobado,
TXN-20240101-03822,USR-004961,MCH-00362,web,pago,9608.54,COP,2024-01-01,pendiente,
TXN-20240101-01752,USR-004886,MCH-00090,web,REVERSA,4436.35,CLP,01/01/2024,aprobado,TXN-20240101-00199
TXN-20240101-01113,USR-004720,MCH-00092,app,reversa,13657.75,MXN,01/01/2024,aprobado,
TXN-20240101-02843,USR-001370,MCH-00004,WEB,pago,5337.49,COP,2024-01-01,aprobado,
TXN-20240101-11254,USR-005273,MCH-00409,app,pago,14031.92,USD,2024-01-01,rechazado,
TXN-20240101-01117,USR-004718,MCH-00108,web,retiro,12081.74,PEN,01/01/2024,null,
TXN-20240101-14468,USR-001949,MCH-00176,app,payment,5354.06,USD,2024-01-01,aprobado,
TXN-20240101-01089,USR-002764,MCH-00443,web,pago,5936.85,PEN,01/01/2024,aprobado,
TXN-20240101-08158,USR-008361,MCH-00421,pos,retiro,1158.6,PEN,2024-01-01,Aprobado,
TXN-20240101-05022,USR-003998,MCH-00466,web,retiro,10192.15,USD,2024-01-01,rechazado,
TXN-20240101-12708,USR-006342,MCH-00435,app,pago,13823.03,PEN,2024-01-01,aprobado,
TXN-20240101-03414,USR-001368,MCH-00434,app,pago,"8.542,51",ARS,2024-01-01,aprobado,
TXN-20240101-08321,USR-004246,MCH-00132,app,pago,10427.94,MXN,2024-01-01,null,
TXN-20240101-05594,USR-000525,MCH-00127,pos,retiro,12265.16,SOL,01/01/2024,aprobado,
TXN-20240101-11325,USR-007553,MCH-00126,app,pago,10697.53,USD,01/01/2024,aprobado,
TXN-20240101-01589,USR-004697,MCH-00457,web,pago,4501.28,ARS,2024-01-01,aprobado,
TXN-20240101-00742,USR-007369,MCH-00380,app,retiro,10503.2,CLP,01/01/2024,APROBADO,
TXN-20240101-08073,USR-009239,MCH-00067,App,pago,8941.32,PEN,01/01/2024,rechazado,
TXN-20240101-01465,USR-007143,MCH-00446,APP,pago,7888.2,US$,2024-01-01,aprobado,
TXN-20240101-17001,USR-009892,MCH-00333,pos,pago,14819.02,USD,01/01/2024,PROCESADO,
TXN-20240101-07917,USR-008988,MCH-00075,pos,Reversa,"2.613,03",MXN,2024-01-01,APROBADO,
TXN-20240101-03661,USR-003088,MCH-00351,web,PAGO,4234.13,PEN,01/01/2024,aprobado,
TXN-20240101-01872,USR-000411,MCH-00282,app,pago,"4.148,78",CLP,01/01/2024,aprobado,
TXN-20240101-01407,USR-002497,MCH-00486,WEB,pago,9559.79,COP,01/01/2024,aprobado,
TXN-20240101-11520,USR-005677,MCH-00283,web,pago,4429.33,COP,01/01/2024,aprobado,
TXN-20240101-00557,USR-000783,MCH-00429,pos,pago,10747.57,COP,01/01/2024,Aprobado,
TXN-20240101-06327,USR-003915,MCH-00315,KIOSKO,pago,13389.23,ARS,2024-01-01,aprobado,
TXN-20240101-13609,USR-001487,MCH-00460,APP,reversa,12237.08,ARS,2024-01-01,aprobado,TXN-20240101-09986
TXN-20240101-01631,USR-007100,MCH-00495,app,pago,8220.27,COP,2024-01-01,aprobado,
TXN-20240101-03621,USR-009381,MCH-00008,app,payment,5177.69,USD,2024-01-01,aprobado,
TXN-20240101-16484,USR-005637,MCH-00499,app,reversa,11800.47,ARS,2024-01-01,pendiente,TXN-20240101-05763
TXN-20240101-09188,USR-000843,MCH-00496,app,pago,13237.27,USD,2024-01-01,aprobado,
TXN-20240101-10514,USR-007963,MCH-00379,APP,pago,2188.8,MXN,01/01/2024,rechazado,
TXN-20240101-04459,USR-002867,MCH-00436,App,pago,594.46,ARS,01/01/2024,Aprobado,
TXN-20240101-09465,USR-005531,MCH-00205,pos,pago,6258.62,CLP,01/01/2024,rechazado,
TXN-20240101-16034,USR-000156,MCH-00286,pos,reversa,13913.67,COP,2024-01-01,APROBADO,TXN-20240101-10026
TXN-20240101-03547,USR-001167,MCH-00041,web,reversa,372.63,USD,2024-01-01,aprobado,
TXN-20240101-15965,USR-001060,MCH-00208,web,reversa,14024.11,PEN,2024-01-01,aprobado,TXN-20240101-04477
TXN-20240101-11134,USR-005779,MCH-00021,APP,reversa,453.55,MXN,01/01/2024,aprobado,TXN-20240101-03979
TXN-20240101-14685,USR-004960,MCH-00380,app,REVERSA,8875.02,COP,2024-01-01,aprobado,TXN-20240101-14596
TXN-20240101-17012,USR-000504,MCH-00450,KIOSKO,pago,6131.85,CLP,2024-01-01,aprobado,
TXN-20240101-03886,USR-007158,MCH-00427,app,pago,"53,70",PEN,2024-01-01,aprobado,
TXN-20240101-02087,USR-007058,MCH-00378,pos,pago,5896.46,PEN,01/01/2024,aprobado,
TXN-20240101-15328,USR-009780,MCH-00177,POS,retiro,7817.38,MXN,01/01/2024,aprobado,
TXN-20240101-02825,USR-000702,MCH-00378,app,REVERSA,7596.06,MXN,01/01/2024,aprobado,TXN-20240101-01593
TXN-20240101-09703,USR-006989,MCH-00396,pos,pago,11521.52,USD,2024-01-01,aprobado,
TXN-20240101-11056,USR-008442,MCH-00201,APP,pago,6083.94,USD,2024-01-01,pendiente,
TXN-20240101-04326,USR-000943,MCH-00204,pos,pago,14915.04,MXN,01/01/2024,aprobado,
TXN-20240101-09389,USR-002268,MCH-00489,pos,pago,7298.24,COP,01/01/2024,aprobado,
TXN-20240101-07023,USR-009255,MCH-00122,app,reversa,7871.04,COP,2024-01-01,Aprobado,
TXN-20240101-14531,USR-001744,MCH-00379,web,pago,12963.19,MXN,01/01/2024,aprobado,
TXN-20240101-01265,USR-009953,MCH-00150,web,reversa,14855.89,ARS,01/01/2024,aprobado,TXN-20240101-00218
TXN-20240101-09191,USR-002661,MCH-00328,pos,retiro,14880.65,PEN,2024-01-01,aprobado,
TXN-20240101-17447,USR-007550,MCH-00147,POS,pago,4270.73,US$,01/01/2024,aprobado,
TXN-20240101-17563,USR-008734,MCH-00475,APP,PAGO,11034.43,PEN,2024-01-01,rechazado,
TXN-20240101-11230,USR-009153,MCH-00378,pos,reversa,5811.18,CLP,2024-01-01,aprobado,TXN-20240101-07100
TXN-20240101-08089,USR-004099,MCH-00258,app,reversa,4747.58,MXN,01/01/2024,aprobado,
TXN-20240101-11301,USR-000913,MCH-00361,web,reversa,,COP,2024-01-01,aprobado,
TXN-20240101-11218,USR-001763,MCH-00094,web,pago,8105.66,SOL,01/01/2024,aprobado,
TXN-20240101-01838,USR-007167,MCH-00249,pos,reversa,6046.49,PEN,2024-01-01,aprobado,TXN-20240101-01824
TXN-20240101-03710,USR-003905,MCH-00091,POS,retiro,9424.54,CLP,2024-01-01,aprobado,
TXN-20240101-07422,USR-003882,MCH-00088,web,pago,14108.2,PEN,01/01/2024,aprobado,
TXN-20240101-14473,USR-004561,MCH-00181,pos,pago,"3.140,60",PEN,01/01/2024,aprobado,
TXN-20240101-04180,USR-004511,MCH-00033,app,retiro,"445,75",MXN,2024-01-01,aprobado,
TXN-20240101-01976,USR-009658,MCH-00291,app,Reversa,10823.65,USD,2024-01-01,aprobado,TXN-20240101-01348
TXN-20240101-17150,USR-006958,MCH-00139,app,reversa,12443.33,USD,2024-01-01,aprobado,TXN-20240101-03044
TXN-20240101-14911,USR-008993,MCH-00029,pos,pago,4847.62,CLP,2024-01-01,pendiente,
TXN-20240101-06004,USR-006815,MCH-00460,App,pago,"5.494,79",USD,2024-01-01,aprobado,
TXN-20240101-08393,USR-005149,MCH-00203,POS,reversa,5356.88,ARS,2024-01-01,rechazado,TXN-20240101-02154
TXN-20240101-14741,USR-009854,MCH-00239,pos,retiro,4600.43,PEN,2024-01-01,aprobado,
TXN-20240101-09052,USR-005396,MCH-00356,app,pago,8325.2,US$,2024-01-01,Aprobado,
TXN-20240101-15315,USR-001451,MCH-00308,pos,pago,"4.011,60",ARS,2024-01-01,PROCESADO,
TXN-20240101-14199,USR-007949,MCH-00049,app,retiro,2855.71,CLP,2024-01-01,aprobado,
TXN-20240101-01723,USR-006569,MCH-00238,web,pago,2960.12,CLP,2024-01-01,aprobado,
TXN-20240101-14783,USR-001439,MCH-00300,Web,pago,4865.84,PEN,2024-01-01,aprobado,
TXN-20240101-08091,USR-006209,MCH-00460,web,pago,14797.04,CLP,2024-01-01,aprobado,
TXN-20240101-13029,USR-009042,MCH-00235,app,payment,1388.53,COP,01/01/2024,aprobado,
TXN-20240101-12285,USR-009137,MCH-00300,app,pago,13085.59,COP,01/01/2024,pendiente,
TXN-20240101-15388,USR-009545,MCH-00092,kiosko,pago,10824.06,COP,01/01/2024,aprobado,
TXN-20240101-09045,USR-007656,MCH-00130,app,pago,9190.41,SOL,2024-01-01,aprobado,
TXN-20240101-12157,USR-005814,MCH-00098,APP,pago,"5.202,87",US$,01/01/2024,aprobado,
TXN-20240101-04261,USR-009718,MCH-00194,web,retiro,4374.26,CLP,2024-01-01,APROBADO,
TXN-20240101-07332,USR-001460,MCH-00165,web,Pago,2244.44,MXN,2024-01-01,aprobado,
TXN-20240101-05940,USR-002141,MCH-00496,pos,pago,12369.02,PEN,01/01/2024,aprobado,
TXN-20240101-03143,USR-009581,MCH-00073,pos,reversa,4759.37,COP,2024-01-01,aprobado,TXN-20240101-01357
TXN-20240101-09941,USR-007566,MCH-00254,web,pago,8251.3,MXN,01/01/2024,pendiente,
TXN-20240101-01004,USR-001204,MCH-00145,pos,pago,3592.61,ARS,2024-01-01,aprobado,
TXN-20240101-11373,USR-003263,MCH-00145,web,PAGO,5149.03,MXN,01/01/2024,aprobado,
TXN-20240101-17105,USR-006157,MCH-00499,App,reversa,12155.5,PEN,01/01/2024,aprobado,
TXN-20240101-16302,USR-000072,MCH-00388,kiosko,pago,"6.155,30",CLP,2024-01-01,pendiente,
TXN-20240101-14304,USR-004022,MCH-00345,web,reversa,1929.0,USD,01/01/2024,aprobado,TXN-20240101-08668
TXN-20240101-15114,USR-003323,MCH-00231,web,reversa,3267.51,ARS,2024-01-01,aprobado,TXN-20240101-13109
TXN-20240101-15372,USR-002691,MCH-00463,web,Reversa,7929.2,ARS,2024-01-01,aprobado,TXN-20240101-02344
TXN-20240101-16916,USR-006964,MCH-00033,pos,reversa,11848.61,COP,01/01/2024,aprobado,
TXN-20240101-05834,USR-007573,MCH-00388,web,pago,11151.72,,2024-01-01,pendiente,
TXN-20240101-04837,USR-003797,MCH-00342,pos,pago,2032.31,CLP,2024-01-01,aprobado,
TXN-20240101-10596,USR-000655,MCH-00462,pos,pago,6554.25,COP,2024-01-01,rechazado,
TXN-20240101-13964,USR-001520,MCH-00124,web,pago,4697.35,MXN,01/01/2024,rechazado,
TXN-20240101-08785,USR-005371,MCH-00247,app,pago,10041.84,SOL,01/01/2024,aprobado,
TXN-20240101-06010,USR-009914,MCH-00059,pos,retiro,134.39,USD,2024-01-01,aprobado,
TXN-20240101-07452,USR-003181,MCH-00334,pos,PAGO,7325.56,PEN,01/01/2024,aprobado,
TXN-20240101-07885,USR-009815,MCH-00458,pos,pago,13871.45,USD,01/01/2024,rechazado,
TXN-20240101-09913,USR-005000,MCH-00339,pos,pago,5078.75,MXN,01/01/2024,rechazado,
TXN-20240101-05403,USR-002394,MCH-00393,pos,reversa,9811.21,ARS,01/01/2024,aprobado,
TXN-20240101-05975,USR-005511,MCH-00033,web,pago,2700.05,ARS,01/01/2024,aprobado,
TXN-20240101-07139,USR-004770,MCH-00288,pos,pago,,SOLES,2024-01-01,aprobado,
TXN-20240101-08214,USR-001228,MCH-00327,Web,retiro,8044.65,COP,2024-01-01,rechazado,
TXN-20240101-04052,USR-005440,MCH-00338,WEB,pago,12675.84,PEN,01/01/2024,aprobado,
TXN-20240101-00154,USR-009257,MCH-00125,web,pago,"12.421,79",ARS,01/01/2024,aprobado,
TXN-20240101-00749,USR-008541,MCH-00163,pos,retiro,"13.164,22",PEN,01/01/2024,pendiente,
TXN-20240101-14178,USR-009715,MCH-00030,pos,reversa,115.45,ARS,2024-01-01,pendiente,
TXN-20240101-14591,USR-001416,MCH-00442,app,pago,10033.53,COP,01/01/2024,aprobado,
TXN-20240101-03147,USR-001285,MCH-00163,Web,pago,12214.76,CLP,01/01/2024,Aprobado,
TXN-20240101-06971,USR-006778,MCH-00111,app,pago,8114.69,ARS,2024-01-01,aprobado,
TXN-20240101-04073,USR-004439,MCH-00463,web,reversa,5654.06,USD,01/01/2024,aprobado,TXN-20240101-00194
TXN-20240101-14181,USR-007479,MCH-00238,web,pago,9723.95,PEN,2024-01-01,rechazado,
TXN-20240101-01026,USR-000087,MCH-00349,app,reversa,10949.12,USD,01/01/2024,aprobado,TXN-20240101-00836
TXN-20240101-08831,USR-008360,MCH-00077,pos,pago,11924.74,COP,2024-01-01,aprobado,
TXN-20240101-06370,USR-005396,MCH-00202,web,pago,12718.33,COP,01/01/2024,aprobado,
TXN-20240101-02783,USR-004398,MCH-00441,web,pago,14513.01,MXN,2024-01-01,pendiente,
TXN-20240101-02583,USR-004694,MCH-00336,Web,retiro,2685.51,PEN,2024-01-01,aprobado,
TXN-20240101-13476,USR-003165,MCH-00114,web,retiro,4422.48,CLP,2024-01-01,aprobado,
TXN-20240101-13980,USR-004167,MCH-00427,app,pago,11549.22,US$,01/01/2024,aprobado,
TXN-20240101-11148,USR-005501,MCH-00358,app,pago,"2.655,48",CLP,2024-01-01,aprobado,
TXN-20240101-14897,USR-006673,MCH-00157,pos,pago,9119.6,PEN,2024-01-01,aprobado,
TXN-20240101-15182,USR-009773,MCH-00159,App,reversa,873.08,PEN,2024-01-01,aprobado,TXN-20240101-13266
TXN-20240101-06705,USR-007131,MCH-00388,pos,pago,4237.46,COP,2024-01-01,aprobado,
TXN-20240101-00375,USR-006209,MCH-00168,pos,reversa,3268.09,ARS,2024-01-01,aprobado,
TXN-20240101-01484,USR-005046,MCH-00313,app,REVERSA,2370.24,CLP,2024-01-01,rechazado,
TXN-20240101-17024,USR-005352,MCH-00420,app,pago,13673.7,ARS,01/01/2024,Aprobado,
TXN-20240101-14478,USR-006503,MCH-00341,web,retiro,14166.95,COP,01/01/2024,aprobado,
TXN-20240101-01717,USR-007694,MCH-00484,pos,reversa,378.11,ARS,2024-01-01,aprobado,TXN-20240101-00490
TXN-20240101-04664,USR-002104,MCH-00069,Web,pago,7605.2,ARS,2024-01-01,aprobado,
TXN-20240101-13917,USR-003451,MCH-00383,pos,pago,"5.304,02",PEN,01/01/2024,rechazado,
TXN-20240101-05193,USR-005166,MCH-00024,pos,Pago,12558.35,MXN,2024-01-01,aprobado,
TXN-20240101-00419,USR-001032,MCH-00012,web,PAGO,7796.71,ARS,2024-01-01,aprobado,
TXN-20240101-14418,USR-009761,MCH-00447,pos,pago,9334.47,COP,2024-01-01,aprobado,
TXN-20240101-05137,USR-002400,MCH-00240,pos,PAGO,14474.23,MXN,01/01/2024,aprobado,
TXN-20240101-06244,USR-006822,MCH-00445,pos,reversa,6370.75,ARS,01/01/2024,aprobado,TXN-20240101-05614
TXN-20240101-08689,USR-004822,MCH-00013,pos,pago,3113.26,MXN,2024-01-01,rechazado,
TXN-20240101-06446,USR-003083,MCH-00459,APP,RETIRO,33.05,USD,2024-01-01,aprobado,
TXN-20240101-02033,USR-006003,MCH-00048,web,reversa,14061.79,MXN,2024-01-01,aprobado,TXN-20240101-00081
TXN-20240101-15973,USR-005846,MCH-00076,app,retiro,"3.132,51",US$,01/01/2024,aprobado,
TXN-20240101-08094,USR-004134,MCH-00136,web,retiro,11809.02,USD,2024-01-01,aprobado,
TXN-20240101-09429,USR-003058,MCH-00300,web,pago,3829.59,USD,2024-01-01,aprobado,
TXN-20240101-16993,USR-006920,MCH-00277,app,Pago,1403.72,CLP,01/01/2024,null,
TXN-20240101-16008,USR-008874,MCH-00150,pos,pago,1125.96,ARS,2024-01-01,aprobado,
TXN-20240101-12851,USR-006604,MCH-00426,POS,pago,4011.65,USD,2024-01-01,aprobado,
TXN-20240101-10143,USR-004929,MCH-00384,pos,pago,5070.11,SOLES,01/01/2024,aprobado,
TXN-20240101-13150,USR-001828,MCH-00115,web,reversa,9647.59,USD,01/01/2024,aprobado,TXN-20240101-06083
TXN-20240101-13931,USR-006077,MCH-00160,pos,reversa,11349.56,ARS,01/01/2024,aprobado,TXN-20240101-05011
TXN-20240101-16258,USR-002735,MCH-00282,Web,pago,84.85,SOL,01/01/2024,aprobado,
TXN-20240101-14318,USR-007425,MCH-00025,web,retiro,8420.16,CLP,2024-01-01,aprobado,
TXN-20240101-00060,USR-007487,MCH-00008,app,reversa,"14.549,50",COP,2024-01-01,aprobado,TXN-20240101-00034
TXN-20240101-00530,USR-003984,MCH-00071,web,pago,8769.91,COP,2024-01-01,aprobado,
TXN-20240101-11566,USR-007189,MCH-00057,pos,pago,9815.72,USD,01/01/2024,aprobado,
TXN-20240101-13915,USR-009940,MCH-00056,kiosko,retiro,10621.71,COP,2024-01-01,pendiente,
TXN-20240101-15095,USR-002058,MCH-00120,web,pago,13852.26,USD,2024-01-01,aprobado,
TXN-20240101-01181,USR-001391,MCH-00231,app,pago,3647.23,ARS,2024-01-01,Aprobado,
TXN-20240101-07175,USR-009820,MCH-00219,pos,payment,"6.219,44",ARS,01/01/2024,rechazado,
TXN-20240101-09994,USR-008562,MCH-00144,web,pago,2287.39,PEN,2024-01-01,rechazado,
TXN-20240101-10085,USR-001152,MCH-00309,APP,pago,7538.73,CLP,2024-01-01,aprobado,
TXN-20240101-10053,USR-003468,MCH-00025,pos,retiro,9750.24,PEN,01/01/2024,aprobado,
TXN-20240101-10718,USR-000501,MCH-00435,pos,pago,13980.51,USD,2024-01-01,rechazado,
TXN-20240101-17537,USR-003624,MCH-00053,app,pago,2542.65,MXN,01/01/2024,aprobado,
TXN-20240101-16515,USR-003723,MCH-00034,pos,reversa,13795.52,SOL,2024-01-01,aprobado,TXN-20240101-09692
TXN-20240101-11192,USR-009122,MCH-00050,web,pago,"13.104,58",MXN,01/01/2024,rechazado,
TXN-20240101-05809,USR-004867,MCH-00086,pos,reversa,7207.5,CLP,01/01/2024,PROCESADO,TXN-20240101-03532
TXN-20240101-10489,USR-004133,MCH-00269,app,payment,"7.032,40",MXN,01/01/2024,aprobado,
TXN-20240101-16468,USR-007096,MCH-00452,app,pago,1552.46,MXN,01/01/2024,aprobado,
TXN-20240101-08064,USR-007388,MCH-00114,web,reversa,3511.05,COP,01/01/2024,pendiente,TXN-20240101-01133
TXN-20240101-12387,USR-004531,MCH-00144,KIOSKO,pago,5320.14,MXN,2024-01-01,PROCESADO,
TXN-20240101-02725,USR-000349,MCH-00168,pos,Reversa,492.48,USD,2024-01-01,aprobado,TXN-20240101-02313
TXN-20240101-13215,USR-002009,MCH-00384,pos,pago,7539.81,PEN,2024-01-01,rechazado,
TXN-20240101-16675,USR-003030,MCH-00056,web,pago,4712.97,CLP,01/01/2024,rechazado,
TXN-20240101-03095,USR-002651,MCH-00310,app,reversa,14115.01,COP,01/01/2024,aprobado,TXN-20240101-00944
TXN-20240101-14651,USR-009304,MCH-00479,pos,pago,13682.26,MXN,01/01/2024,aprobado,
TXN-20240101-11453,USR-000275,MCH-00453,POS,retiro,12827.83,ARS,2024-01-01,pendiente,
TXN-20240101-02175,USR-001513,MCH-00429,pos,pago,14220.71,USD,01/01/2024,aprobado,
TXN-20240101-07427,USR-008665,MCH-00444,app,reversa,11315.3,MXN,2024-01-01,Aprobado,TXN-20240101-02086
TXN-20240101-02552,USR-002766,MCH-00188,KIOSKO,pago,3762.78,USD,2024-01-01,aprobado,
TXN-20240101-02601,USR-009315,MCH-00187,app,PAGO,4812.32,PEN,2024-01-01,aprobado,
TXN-20240101-05274,USR-006598,MCH-00310,KIOSKO,pago,4607.06,CLP,01/01/2024,aprobado,
TXN-20240101-09018,USR-004899,MCH-00040,pos,pago,7149.59,ARS,2024-01-01,APROBADO,
TXN-20240101-05873,USR-007290,MCH-00318,app,pago,4134.0,PEN,01/01/2024,aprobado,
TXN-20240101-06820,USR-009097,MCH-00363,pos,reversa,7241.2,CLP,01/01/2024,aprobado,TXN-20240101-03936
TXN-20240101-17642,USR-004726,MCH-00103,KIOSKO,Pago,11154.55,COP,01/01/2024,rechazado,
TXN-20240101-11949,USR-006710,MCH-00298,pos,PAGO,12521.77,MXN,2024-01-01,aprobado,
TXN-20240101-15510,USR-006917,MCH-00151,pos,pago,5790.87,CLP,2024-01-01,aprobado,
TXN-20240101-08687,USR-008595,MCH-00149,app,pago,14190.36,USD,2024-01-01,aprobado,
TXN-20240101-15773,USR-006606,MCH-00296,app,pago,12420.32,PEN,01/01/2024,rechazado,
