transaction_id,user_id,merchant_id,channel,transaction_type,amount,currency,transaction_date,status,reference_id
TXN-20240102-21485,USR-003688,MCH-00020,web,reversa,9347.45,COP,2024-01-02,aprobado,TXN-20240102-01815
TXN-20240102-34112,USR-003467,MCH-00095,app,pago,,COP,02/01/2024,pendiente,
TXN-20240102-19839,USR-001956,MCH-00164,KIOSKO,Reversa,483.15,CLP,02/01/2024,aprobado,TXN-20240102-19347
TXN-20240102-23766,USR-007848,MCH-00294,web,Reversa,12957.01,ARS,2024-01-02,aprobado,
TXN-20240102-27010,USR-002799,MCH-00117,app,pago,11473.97,ARS,02/01/2024,aprobado,
TXN-20240102-30608,USR-002654,MCH-00030,POS,pago,9031.09,USD,02/01/2024,null,
TXN-20240102-25271,USR-001435,MCH-00349,kiosko,pago,"461,78",COP,02/01/2024,aprobado,
TXN-20240102-19671,USR-004883,MCH-00246,pos,pago,6589.28,SOLES,02/01/2024,aprobado,
TXN-20240102-29622,USR-003877,MCH-00247,pos,pago,5038.52,MXN,2024-01-02,aprobado,
TXN-20240102-22905,USR-002640,MCH-00283,POS,pago,5223.77,COP,2024-01-02,aprobado,
TXN-20240102-32975,USR-000226,MCH-00297,web,pago,12834.68,PEN,02/01/2024,aprobado,
TXN-20240102-29471,USR-007517,MCH-00485,pos,pago,"12.132,57",USD,2024-01-02,aprobado,
TXN-20240102-21874,USR-006461,MCH-00447,pos,Pago,9651.71,COP,02/01/2024,aprobado,
TXN-20240102-30115,USR-006931,MCH-00258,app,retiro,7587.85,COP,2024-01-02,aprobado,
TXN-20240102-23648,USR-002586,MCH-00122,web,pago,3637.95,COP,02/01/2024,aprobado,
TXN-20240102-27369,USR-008308,MCH-00133,WEB,pago,2480.05,ARS,2024-01-02,aprobado,
TXN-20240102-26169,USR-001041,MCH-00419,kiosko,pago,3776.94,MXN,02/01/2024,aprobado,
TXN-20240102-19922,USR-005456,MCH-00496,app,pago,13993.75,PEN,2024-01-02,aprobado,
TXN-20240102-18895,USR-006442,MCH-00326,app,pago,520.87,SOL,2024-01-02,rechazado,
TXN-20240102-18184,USR-007401,MCH-00096,kiosko,reversa,2138.77,,02/01/2024,aprobado,
TXN-20240102-20307,USR-008264,MCH-00066,app,pago,12890.85,PEN,2024-01-02,aprobado,
TXN-20240102-30667,USR-009429,MCH-00232,kiosko,pago,5540.9,COP,02/01/2024,aprobado,
TXN-20240102-30060,USR-000064,MCH-00457,kiosko,pago,11298.11,MXN,02/01/2024,aprobado,
TXN-20240102-21974,USR-003664,MCH-00301,web,REVERSA,12139.97,CLP,2024-01-02,aprobado,TXN-20240102-17595
TXN-20240102-20164,USR-006540,MCH-00140,kiosko,pago,14085.2,USD,2024-01-02,aprobado,
TXN-20240102-20205,USR-007975,MCH-00097,pos,pago,7224.5,PEN,2024-01-02,aprobado,
TXN-20240102-24640,USR-003969,MCH-00284,app,pago,"9.022,94",COP,2024-01-02,pendiente,
TXN-20240102-25213,USR-008269,MCH-00172,app,RETIRO,14654.87,CLP,02/01/2024,aprobado,
TXN-20240102-23192,USR-002385,MCH-00410,APP,pago,2032.74,SOLES,02/01/2024,aprobado,
TXN-20240102-26769,USR-001786,MCH-00069,pos,RETIRO,7196.31,ARS,02/01/2024,rechazado,
TXN-20240102-19207,USR-003369,MCH-00036,kiosko,Reversa,8544.19,PEN,2024-01-02,aprobado,
TXN-20240102-22366,USR-009196,MCH-00484,web,payment,14554.53,PEN,2024-01-02,aprobado,
TXN-20240102-18015,USR-003755,MCH-00438,app,pago,333.32,USD,2024-01-02,aprobado,
TXN-20240102-24899,USR-003311,MCH-00430,pos,pago,13636.39,COP,2024-01-02,aprobado,
TXN-20240102-31379,USR-000340,MCH-00441,app,pago,2689.81,USD,2024-01-02,pendiente,
TXN-20240102-33805,USR-000870,MCH-00265,POS,pago,12211.07,USD,2024-01-02,aprobado,
TXN-20240102-34503,USR-008846,MCH-00294,Web,retiro,13907.4,USD,2024-01-02,aprobado,
TXN-20240102-27535,USR-001633,MCH-00074,web,pago,5820.1,PEN,02/01/2024,pendiente,
TXN-20240102-25389,USR-004421,MCH-00006,web,retiro,14858.65,USD,2024-01-02,rechazado,
TXN-20240102-34770,USR-000499,MCH-00345,pos,pago,930.6,,02/01/2024,rechazado,
TXN-20240102-23375,USR-000185,MCH-00325,web,pago,7620.96,USD,2024-01-02,aprobado,
TXN-20240102-18682,USR-007320,MCH-00408,app,Reversa,7860.34,ARS,02/01/2024,APROBADO,
TXN-20240102-33423,USR-003007,MCH-00252,KIOSKO,reversa,13779.68,MXN,02/01/2024,aprobado,TXN-20240102-05015
TXN-20240102-19572,USR-006406,MCH-00224,WEB,pago,8274.91,CLP,2024-01-02,aprobado,
TXN-20240102-24865,USR-000215,MCH-00457,web,reversa,961.2,MXN,02/01/2024,aprobado,TXN-20240102-08886
TXN-20240102-24053,USR-004513,MCH-00166,pos,pago,13798.57,ARS,02/01/2024,rechazado,
TXN-20240102-24995,USR-005092,MCH-00282,pos,pago,1385.15,SOLES,2024-01-02,aprobado,
TXN-20240102-31087,USR-008612,MCH-00171,pos,pago,"5.257,73",COP,02/01/2024,aprobado,
TXN-20240102-22836,USR-006741,MCH-00235,web,pago,11494.29,PEN,2024-01-02,aprobado,
TXN-20240102-20980,USR-009149,MCH-00469,kiosko,reversa,10399.5,PEN,2024-01-02,aprobado,
TXN-20240102-29752,USR-004815,MCH-00018,pos,reversa,9674.65,PEN,2024-01-02,pendiente,TXN-20240102-19203
TXN-20240102-23484,USR-002383,MCH-00281,pos,pago,13192.99,PEN,2024-01-02,aprobado,
TXN-20240102-18562,USR-000014,MCH-00173,POS,pago,"12.943,59",USD,2024-01-02,aprobado,
TXN-20240102-23233,USR-002179,MCH-00019,app,retiro,14513.79,USD,2024-01-02,rechazado,
TXN-20240102-30896,USR-009236,MCH-00391,POS,pago,1657.16,MXN,02/01/2024,null,
TXN-20240102-30072,USR-006553,MCH-00001,POS,pago,10036.81,MXN,02/01/2024,aprobado,
TXN-20240102-29463,USR-002208,MCH-00300,WEB,pago,6013.72,USD,2024-01-02,rechazado,
TXN-20240102-20624,USR-000335,MCH-00008,kiosko,pago,"4.393,94",CLP,2024-01-02,aprobado,
TXN-20240102-22681,USR-000824,MCH-00472,APP,pago,,MXN,02/01/2024,null,
TXN-20240102-28173,USR-004475,MCH-00069,app,pago,11604.51,CLP,2024-01-02,aprobado,
TXN-20240102-28231,USR-000314,MCH-00011,app,pago,12712.85,CLP,2024-01-02,rechazado,
TXN-20240102-34933,USR-006711,MCH-00265,app,pago,9166.21,SOLES,02/01/2024,APROBADO,
TXN-20240102-18050,USR-000352,MCH-00167,app,Pago,,CLP,02/01/2024,aprobado,
TXN-20240102-30441,USR-008602,MCH-00025,pos,pago,2334.11,COP,2024-01-02,aprobado,
TXN-20240102-22256,USR-003755,MCH-00211,app,pago,13448.76,MXN,2024-01-02,null,
TXN-20240102-26704,USR-004811,MCH-00041,web,pago,6705.97,MXN,02/01/2024,aprobado,
TXN-20240102-26225,USR-000756,MCH-00392,web,pago,59.3,MXN,2024-01-02,rechazado,
TXN-20240102-34000,USR-007558,MCH-00240,app,pago,9446.95,CLP,2024-01-02,aprobado,
TXN-20240102-23677,USR-004034,MCH-00442,pos,PAGO,6999.16,PEN,02/01/2024,aprobado,
TXN-20240102-27027,USR-002197,MCH-00404,web,pago,4354.91,CLP,2024-01-02,rechazado,
TXN-20240102-29387,USR-004340,MCH-00007,app,retiro,13604.15,COP,02/01/2024,aprobado,
TXN-20240102-32382,USR-005762,MCH-00334,pos,pago,13185.06,COP,2024-01-02,aprobado,
TXN-20240102-27256,USR-000700,MCH-00497,app,reversa,5341.76,MXN,2024-01-02,aprobado,TXN-20240102-22911
TXN-20240102-22399,USR-003673,MCH-00393,pos,pago,10386.54,COP,02/01/2024,aprobado,
TXN-20240102-24887,USR-005701,MCH-00427,web,pago,10367.11,CLP,02/01/2024,pendiente,
TXN-20240102-31127,USR-007261,MCH-00288,web,retiro,901.02,,2024-01-02,APROBADO,
TXN-20240102-21086,USR-004765,MCH-00387,web,pago,2226.12,MXN,02/01/2024,aprobado,
TXN-20240102-34198,USR-003485,MCH-00081,app,reversa,7896.81,CLP,2024-01-02,aprobado,TXN-20240102-16283
TXN-20240102-27220,USR-004505,MCH-00176,web,pago,"9.612,52",MXN,2024-01-02,rechazado,
TXN-20240102-29825,USR-008461,MCH-00009,web,pago,11409.89,USD,2024-01-02,aprobado,
TXN-20240102-20408,USR-005039,MCH-00405,app,pago,"5.306,30",ARS,2024-01-02,aprobado,
TXN-20240102-18828,USR-002318,MCH-00348,web,retiro,6370.05,CLP,02/01/2024,aprobado,
TXN-20240102-20789,USR-009404,MCH-00320,pos,pago,,ARS,2024-01-02,aprobado,
TXN-20240102-20970,USR-003317,MCH-00437,POS,pago,7073.51,COP,02/01/2024,aprobado,
TXN-20240102-24140,USR-002537,MCH-00368,app,retiro,6268.89,USD,2024-01-02,Aprobado,
TXN-20240102-32981,USR-009862,MCH-00205,pos,pago,13493.19,ARS,2024-01-02,aprobado,
TXN-20240102-34302,USR-006613,MCH-00012,app,pago,"10.262,67",USD,2024-01-02,aprobado,
TXN-20240102-32347,USR-002518,MCH-00152,web,pago,1366.76,COP,02/01/2024,Aprobado,
TXN-20240102-22549,USR-000352,MCH-00125,web,pago,4857.21,PEN,2024-01-02,aprobado,
TXN-20240102-32157,USR-009906,MCH-00209,web,pago,3771.38,MXN,2024-01-02,aprobado,
TXN-20240102-21550,USR-002095,MCH-00170,app,pago,"13.622,32",PEN,02/01/2024,rechazado,
TXN-20240102-27606,USR-008946,MCH-00334,pos,pago,14649.28,MXN,2024-01-02,rechazado,
TXN-20240102-27713,USR-004694,MCH-00035,web,pago,11775.09,COP,2024-01-02,rechazado,
TXN-20240102-28076,USR-002649,MCH-00067,App,reversa,10258.54,MXN,02/01/2024,aprobado,
TXN-20240102-26326,USR-009431,MCH-00411,pos,retiro,129.48,PEN,02/01/2024,pendiente,
TXN-20240102-21982,USR-001612,MCH-00424,app,pago,13942.85,CLP,2024-01-02,aprobado,
TXN-20240102-29401,USR-009275,MCH-00403,app,retiro,6690.8,PEN,2024-01-02,aprobado,
TXN-20240102-34630,USR-003377,MCH-00268,app,pago,8742.57,USD,2024-01-02,aprobado,
TXN-20240102-25017,USR-006427,MCH-00305,app,pago,5367.82,MXN,02/01/2024,aprobado,
TXN-20240102-20370,USR-005454,MCH-00441,web,pago,14568.5,US$,02/01/2024,aprobado,
TXN-20240102-21137,USR-009902,MCH-00166,APP,pago,11299.05,MXN,2024-01-02,aprobado,
TXN-20240102-18313,USR-009870,MCH-00362,APP,pago,12551.9,MXN,02/01/2024,aprobado,
TXN-20240102-23314,USR-004519,MCH-00067,pos,REVERSA,9335.84,MXN,2024-01-02,PROCESADO,
TXN-20240102-33215,USR-009649,MCH-00021,app,Pago,9498.78,ARS,2024-01-02,aprobado,
TXN-20240102-29016,USR-005704,MCH-00178,app,reversa,13474.16,CLP,02/01/2024,rechazado,TXN-20240102-27738
TXN-20240102-21150,USR-006594,MCH-00012,web,pago,6053.13,CLP,2024-01-02,pendiente,
TXN-20240102-26921,USR-002596,MCH-00025,APP,pago,4374.54,USD,2024-01-02,aprobado,
TXN-20240102-24278,USR-004046,MCH-00011,app,pago,13293.63,COP,2024-01-02,aprobado,
TXN-20240102-31780,USR-004270,MCH-00472,WEB,pago,3058.08,,2024-01-02,null,
TXN-20240102-24101,USR-004700,MCH-00316,app,reversa,1043.14,USD,02/01/2024,aprobado,TXN-20240102-02551
TXN-20240102-30929,USR-008398,MCH-00491,APP,pago,"9.052,60",PEN,02/01/2024,aprobado,
TXN-20240102-26001,USR-000745,MCH-00069,kiosko,reversa,3965.2,SOLES,2024-01-02,aprobado,
TXN-20240102-34973,USR-004578,MCH-00392,web,pago,3751.94,PEN,2024-01-02,pendiente,
TXN-20240102-32192,USR-005603,MCH-00254,web,pago,2909.01,COP,02/01/2024,pendiente,
TXN-20240102-26738,USR-004651,MCH-00332,pos,pago,6812.06,CLP,2024-01-02,aprobado,
TXN-20240102-33365,USR-005212,MCH-00328,pos,pago,"1.891,90",USD,2024-01-02,aprobado,
TXN-20240102-30300,USR-004333,MCH-00332,pos,pago,7203.98,PEN,2024-01-02,aprobado,
TXN-20240102-23996,USR-008636,MCH-00250,app,pago,4747.98,CLP,2024-01-02,rechazado,
TXN-20240102-31989,USR-001321,MCH-00219,pos,reversa,4521.19,CLP,2024-01-02,PROCESADO,TXN-20240102-30036
TXN-20240102-18412,USR-007400,MCH-00211,pos,retiro,12504.81,ARS,2024-01-02,aprobado,
TXN-20240102-25183,USR-002437,MCH-00444,pos,pago,10418.06,COP,2024-01-02,Aprobado,
TXN-20240102-20024,USR-009023,MCH-00254,web,pago,12769.48,US$,2024-01-02,aprobado,
TXN-20240102-24445,USR-005642,MCH-00234,web,pago,13638.55,COP,02/01/2024,aprobado,
TXN-20240102-34132,USR-002718,MCH-00222,pos,pago,9155.5,COP,2024-01-02,aprobado,
TXN-20240102-19496,USR-004561,MCH-00230,app,Pago,10002.07,ARS,2024-01-02,aprobado,
TXN-20240102-18362,USR-003799,MCH-00135,web,retiro,6981.52,ARS,02/01/2024,aprobado,
TXN-20240102-24324,USR-005668,MCH-00149,web,pago,7272.01,PEN,2024-01-02,aprobado,
TXN-20240102-30643,USR-004833,MCH-00003,app,retiro,6752.77,SOL,2024-01-02,aprobado,
TXN-20240102-23712,USR-005959,MCH-00045,web,pago,9862.83,COP,02/01/2024,pendiente,
TXN-20240102-33396,USR-008953,MCH-00171,web,PAGO,,COP,2024-01-02,PROCESADO,
TXN-20240102-31723,USR-009339,MCH-00155,pos,reversa,14620.25,COP,02/01/2024,aprobado,TXN-20240102-10773
TXN-20240102-22028,USR-006942,MCH-00322,pos,reversa,11206.4,PEN,2024-01-02,aprobado,TXN-20240102-09758
TXN-20240102-34625,USR-009496,MCH-00048,app,pago,8636.64,PEN,02/01/2024,aprobado,
TXN-20240102-26977,USR-007273,MCH-00460,pos,pago,5387.7,USD,02/01/2024,rechazado,
TXN-20240102-34743,USR-007562,MCH-00104,App,reversa,11283.68,CLP,02/01/2024,rechazado,TXN-20240102-12493
TXN-20240102-22130,USR-004142,MCH-00198,KIOSKO,pago,906.04,COP,02/01/2024,aprobado,
TXN-20240102-22759,USR-002887,MCH-00289,Web,pago,8042.16,USD,2024-01-02,PROCESADO,
TXN-20240102-34877,USR-004339,MCH-00073,pos,pago,10999.88,ARS,2024-01-02,aprobado,
TXN-20240102-20373,USR-006437,MCH-00055,pos,reversa,13552.33,USD,02/01/2024,aprobado,TXN-20240102-02747
TXN-20240102-34705,USR-003377,MCH-00176,app,reversa,13709.72,PEN,2024-01-02,aprobado,TXN-20240102-07088
TXN-20240102-21375,USR-008648,MCH-00111,web,retiro,8039.79,USD,2024-01-02,aprobado,
TXN-20240102-34427,USR-001080,MCH-00005,web,reversa,"2.453,28",COP,2024-01-02,rechazado,TXN-20240102-03234
TXN-20240102-21649,USR-004821,MCH-00038,pos,pago,"6.651,81",ARS,2024-01-02,aprobado,
TXN-20240102-30561,USR-000027,MCH-00167,app,reversa,3951.58,USD,2024-01-02,aprobado,TXN-20240102-21849
TXN-20240102-27850,USR-001703,MCH-00415,pos,pago,,COP,02/01/2024,Aprobado,
TXN-20240102-18860,USR-003870,MCH-00169,web,pago,3934.63,US$,2024-01-02,pendiente,
TXN-20240102-18852,USR-009488,MCH-00234,pos,Reversa,2323.64,PEN,2024-01-02,rechazado,TXN-20240102-10434
TXN-20240102-28799,USR-004237,MCH-00311,web,pago,14644.83,ARS,02/01/2024,aprobado,
TXN-20240102-32232,USR-003211,MCH-00303,pos,reversa,14837.65,MXN,2024-01-02,aprobado,TXN-20240102-26220
TXN-20240102-30136,USR-003140,MCH-00481,pos,Pago,8221.11,USD,2024-01-02,Aprobado,
TXN-20240102-32391,USR-003047,MCH-00180,web,reversa,11787.45,USD,2024-01-02,aprobado,TXN-20240102-11501
TXN-20240102-20130,USR-004412,MCH-00498,app,PAGO,341.91,MXN,2024-01-02,rechazado,
TXN-20240102-20160,USR-001678,MCH-00462,app,reversa,12735.73,USD,02/01/2024,rechazado,TXN-20240102-06177
TXN-20240102-34254,USR-001175,MCH-00275,pos,pago,"8.803,39",CLP,2024-01-02,aprobado,
TXN-20240102-19881,USR-002501,MCH-00151,app,pago,10662.79,COP,02/01/2024,aprobado,
TXN-20240102-26816,USR-008285,MCH-00001,pos,retiro,14305.14,USD,02/01/2024,rechazado,
TXN-20240102-22826,USR-005409,MCH-00381,app,reversa,11472.78,ARS,02/01/2024,aprobado,TXN-20240102-11776
TXN-20240102-25270,USR-003826,MCH-00376,web,pago,6011.75,CLP,02/01/2024,aprobado,
TXN-20240102-29602,USR-006174,MCH-00174,pos,reversa,4029.57,USD,02/01/2024,aprobado,TXN-20240102-08063
TXN-20240102-33212,USR-006266,MCH-00035,web,reversa,6444.76,USD,02/01/2024,aprobado,TXN-20240102-12400
TXN-20240102-31215,USR-004980,MCH-00060,web,pago,9666.24,US$,2024-01-02,rechazado,
TXN-20240102-27427,USR-006615,MCH-00229,app,Reversa,14089.86,MXN,02/01/2024,PROCESADO,TXN-20240102-02015
TXN-20240102-28877,USR-004017,MCH-00046,app,reversa,"13.541,11",CLP,2024-01-02,aprobado,TXN-20240102-11119
TXN-20240102-20578,USR-004450,MCH-00094,app,retiro,11017.15,ARS,2024-01-02,aprobado,
TXN-20240102-29925,USR-000972,MCH-00277,web,pago,"8.465,11",MXN,02/01/2024,aprobado,
TXN-20240102-24804,USR-006673,MCH-00409,app,pago,6640.75,COP,02/01/2024,aprobado,
TXN-20240102-22313,USR-004053,MCH-00069,Web,pago,114.52,MXN,2024-01-02,aprobado,
TXN-20240102-20273,USR-007173,MCH-00295,app,pago,8345.41,USD,2024-01-02,aprobado,
TXN-20240102-32571,USR-004025,MCH-00326,app,Pago,1939.62,PEN,2024-01-02,aprobado,
TXN-20240102-20449,USR-003411,MCH-00136,web,pago,5953.91,USD,02/01/2024,aprobado,
TXN-20240102-29320,USR-008861,MCH-00110,web,pago,6481.17,USD,2024-01-02,aprobado,
TXN-20240102-23809,USR-006345,MCH-00301,pos,pago,13822.73,MXN,2024-01-02,aprobado,
TXN-20240102-26197,USR-002487,MCH-00166,kiosko,pago,1877.87,CLP,02/01/2024,aprobado,
TXN-20240102-29864,USR-009540,MCH-00209,web,pago,6133.68,,02/01/2024,rechazado,
TXN-20240102-21577,USR-004339,MCH-00099,pos,retiro,12287.22,ARS,2024-01-02,aprobado,
TXN-20240102-29584,USR-009999,MCH-00281,app,retiro,1790.72,SOLES,2024-01-02,aprobado,
TXN-20240102-20639,USR-003846,MCH-00269,web,pago,4774.45,CLP,02/01/2024,aprobado,
TXN-20240102-32695,USR-004958,MCH-00316,app,retiro,5512.41,COP,02/01/2024,aprobado,
TXN-20240102-23576,USR-006310,MCH-00060,web,pago,13878.67,CLP,02/01/2024,aprobado,
TXN-20240102-19490,USR-007547,MCH-00168,web,RETIRO,"210,85",MXN,2024-01-02,aprobado,
TXN-20240102-29972,USR-002315,MCH-00046,web,pago,12144.48,MXN,02/01/2024,aprobado,
TXN-20240102-19186,USR-005943,MCH-00185,pos,pago,14519.82,PEN,02/01/2024,aprobado,
TXN-20240102-24329,USR-000820,MCH-00369,web,pago,8948.33,CLP,02/01/2024,rechazado,
TXN-20240102-24787,USR-007772,MCH-00103,web,pago,10934.8,COP,2024-01-02,rechazado,
TXN-20240102-27463,USR-004006,MCH-00203,app,pago,13479.17,USD,2024-01-02,APROBADO,
TXN-20240102-20464,USR-005558,MCH-00377,POS,Pago,8459.93,ARS,2024-01-02,aprobado,
TXN-20240102-20587,USR-008698,MCH-00251,web,REVERSA,3867.95,ARS,02/01/2024,aprobado,TXN-20240102-00087
TXN-20240102-33015,USR-002705,MCH-00095,app,payment,7208.49,PEN,02/01/2024,aprobado,
TXN-20240102-27544,USR-000820,MCH-00433,pos,reversa,12113.92,MXN,02/01/2024,pendiente,
TXN-20240102-28286,USR-009411,MCH-00411,app,retiro,14496.0,ARS,2024-01-02,aprobado,
TXN-20240102-29635,USR-009518,MCH-00460,web,reversa,14621.76,CLP,2024-01-02,rechazado,TXN-20240102-21865
TXN-20240102-27954,USR-008904,MCH-00039,web,pago,750.97,ARS,2024-01-02,aprobado,
TXN-20240102-26172,USR-001694,MCH-00270,pos,RETIRO,"11.003,44",PEN,2024-01-02,rechazado,
TXN-20240102-28001,USR-004667,MCH-00065,pos,pago,12072.42,CLP,02/01/2024,pendiente,
TXN-20240102-33550,USR-005175,MCH-00072,Web,reversa,573.0,ARS,2024-01-02,aprobado,
TXN-20240102-31234,USR-008482,MCH-00475,web,pago,1830.53,MXN,02/01/2024,aprobado,
TXN-20240102-29706,USR-001260,MCH-00119,web,pago,841.86,PEN,2024-01-02,aprobado,
TXN-20240102-18764,USR-004471,MCH-00381,pos,Reversa,7369.37,USD,02/01/2024,rechazado,TXN-20240102-11726
TXN-20240102-25322,USR-000940,MCH-00241,app,retiro,12840.05,MXN,02/01/2024,aprobado,
TXN-20240102-19000,USR-006933,MCH-00341,app,retiro,3805.02,PEN,02/01/2024,APROBADO,
TXN-20240102-28977,USR-004882,MCH-00353,pos,pago,11472.0,MXN,02/01/2024,aprobado,
TXN-20240102-19278,USR-007140,MCH-00270,web,reversa,9360.73,SOLES,02/01/2024,null,
TXN-20240102-20228,USR-000595,MCH-00127,app,pago,13254.71,ARS,2024-01-02,rechazado,
TXN-20240102-34826,USR-000086,MCH-00004,app,pago,10798.99,PEN,02/01/2024,aprobado,
TXN-20240102-33614,USR-004021,MCH-00234,pos,reversa,"171,35",COP,02/01/2024,pendiente,TXN-20240102-15202
TXN-20240102-20356,USR-004899,MCH-00041,app,retiro,5558.65,USD,2024-01-02,aprobado,
